ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
1068	p ɨ + i	375	feather [large]	Poyanawa	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1069	p ɨ + i	375	feather [large]	Iskonawa	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1070	p ɨ + ʔ i	375	feather [large]	Chakobo	pɨʔi	pluma	p ɨ + ʔ i	pɨ?i	arm _i	216 221		1115 1116
1071	p u + h i	375	feather [large]	Pakawara	puhi	pluma	p u + h i	puhi	arm _i	119 221		1115 1116
1072	p ɨ + i	375	feather [large]	Kakataibo	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1073	p i + i	375	feather [large]	Kaxarari	pii	pluma	p i + i	pii	arm _i	216 221		1115 1117
1074	ʂ u p u	378	feather [large]	Mastanawa	ʂupu	pluma	ʂ u p u	ʂupu	cotton	124		1120
1075	p ɨ + i	375	feather [large]	Chaninawa	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1076	ʂ u p u	378	feather [large]	Sharanawa	ʂupu	pluma	ʂ u p u	ʂupu	cotton	124		1120
1077	p ɨ + ʔ i	375	feather [large]	Amawaka	pɨʔi	pluma	p ɨ + ʔ i	pɨʔi	arm _i	216 221		1115 1116
1078	ɾ a d i	376	feather [large]	Nawa	ɾadi	pluma	ɾ a d i	ɾadi	body_hair	218 223		1119
1079	ɾ a ⁿd i	376	feather [large]	Marinawa	ɾandi	pluma	ɾ a ⁿd i	ɾandi	body_hair	218 222		1119
1080	p ɨ + j	375	feather [large]	Yaminawa	pɨj	pluma	p ɨ + j/i	pɨj	arm _i	216 221		1115 1118
1081	p ɨ + j	375	feather [large]	Kashinawa_P	pɨj	pluma	p ɨ + j/i	pɨj	arm _i	216 221		1115 1118
1082	p ɨ + i	375	feather [large]	Kashinawa_B	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1083	e i ɲ a	377	feather [large]	Araona	eiɲa	pluma	e i ɲ a	e-iɲa				0
1087	- u - i n + t e	566	heart	Matses	uinte	corazon	u i n + t e	winte	breathe _ti	103 109		1716 37
1088	- u - i n + t e	566	heart	Matis	uinte	corazon	u i n + t e	winte	breathe _ti	103 109		1718 1222
1089	- - w i n + t i	566	heart	Marubo	winti	corazon	w i n + t i	winti	breathe _ti	103 104		1721 43
1090	- - w i n + t i	566	heart	Katukina	winti	corazon	w i n + t i	winti	breathe _ti	103 104		1721 43
1091	h u - i n + t i	566	heart	Shipibo_Konibo	huinti	corazon	h u i n + t i	huinti	breathe _ti	103 104		1718 43
1092	h u - i n + t i	566	heart	Kapanawa	hwinti	corazon	h u i n + t i	hwinti	breathe _ti	103 104		1718 43
1094	- u - i n + t i	566	heart	Shanenawa	uinti	corazon	u i n + t i	uinti	breathe _ti	103 104		1716 43
1095	- ũ - ĩ - + t i	566	heart	Yawanawa	ũĩti	corazon	ũ ĩ + t i	ũĩti	breathe _ti	103 104		1716 43
1096	k ɨ p ĩ	569	heart	Nukini	kɨpĩ	corazon	k ɨ + p ĩ	kɨpĩ	kɨpĩ	105 110		1723
1097	- ũ - ĩ - + t i	566	heart	Poyanawa	ũĩti	corazon	ũ ĩ + t i	ũĩti	breathe _ti	103 104		1716 43
1098	- ũ - ĩ - + t i	566	heart	Iskonawa	ũĩti	corazon	ũ ĩ + t i	ũĩti	breathe _ti	103 104		1716 43
1099	h u - i - + t i	566	heart	Chakobo	huiti	corazon	h u i + t i	huiti	breathe _ti	103 104		1716 43
1100	h u w i - + t i	566	heart	Pakawara	huwiti	corazon	h u w i + t i	huwiti	breathe _ti	103 104		1716 43
1101	n u i + t u	0	heart	Kakataibo	nuitu	corazon	n u i t u	nuitu	nuitu	0		1717 43
1102	h ɨ - - - + j a	570	heart	Kaxarari	hɨya	corazon	h ɨ j a	hɨya	hija	103 107		1722
1103	- u - ɨ n + t i	566	heart	Mastanawa	uɨnti	corazon	u ɨ n + t i	uɨnti	breathe _ti	103 104		1716 43
1104	- u - ĩ - + t i	566	heart	Chaninawa	uĩti	corazon	u ĩ + t i	uĩti	breathe _ti	103 104		1716 43
1105	- ũ - ĩ - + t i	566	heart	Sharanawa	ũĩti	corazon	ũ ĩ + t i	ũĩti	breathe _ti	103 104		1716 43
1106	h u - i n + t i	566	heart	Amawaka	huinti	corazon	h u i n + t i	huinti	breathe _ti	103 104		1716 43
1107	- u - ɨ n + t i	566	heart	Nawa	uɨnti	corazon	u ɨ n + t i	uɨnti	breathe _ti	103 104		1716 43
1108	- u - ɨ n + t i	566	heart	Marinawa	uɨnti	corazon	u ɨ n + t i	uɨnti	breathe _ti	103 104		1716 43
1109	- u w ɨ - + t i	566	heart	Yaminawa	uwɨti	corazon	u w ɨ + t i	uwɨti	breathe _ti	103 104		1716 43
1110	ɸ u - j/i n + t i	566	heart	Kashinawa_P	ɸujnti	corazon	ɸ u j/i n + t i	ɸujnti	breathe _ti	103 104		1720 43
1111	h u - ĩ - + t i	566	heart	Kashinawa_B	huĩti	corazon	h u ĩ + t i	huĩti	breathe _ti	103 104		1716 43
1112	m o - s o h o	568	heart	Araona	mosoho	corazon	m o s o h o	mosoho				0
1118	p u k u	534	guts	Matses	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1119	p u k u	534	guts	Matis	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1120	p u k u	534	guts	Marubo	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1121	p u k u	534	guts	Katukina	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1122	p u k u	534	guts	Shipibo_Konibo	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1123	p u k u	534	guts	Kapanawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1124	p u k u	534	guts	Shanenawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1125	p u k u	534	guts	Yawanawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1126	p u k u	534	guts	Nukini	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1127	β ɨ t ɨ h	536	guts	Poyanawa	βɨtɨh	tripas intestinos	β ɨ t ɨ h	βɨtɨh	βɨtɨh	233 93		1538
1128	p u k u	534	guts	Iskonawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1129	p u k u	534	guts	Chakobo	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1130	p u k u	534	guts	Kakataibo	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1131	p u ʔ u	534	guts	Mastanawa	puʔu	tripas intestinos	p u ʔ u	puʔu	stomach	92 88		1537
1132	p u k u	534	guts	Chaninawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1133	p u k u	534	guts	Sharanawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1134	p u k u	534	guts	Amawaka	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1135	p u k u	534	guts	Nawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1136	p u k u	534	guts	Marinawa	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1137	p u ʔ u	534	guts	Yaminawa	puʔu	tripas intestinos	p u ʔ u	puʔu	stomach	92 88		1537
1138	p u k u	534	guts	Kashinawa_P	puku	tripas intestinos	p u k u	puku	stomach	92 88		1537
1139	e tʃ a m a	535	guts	Araona	ec̷ama	tripas intestinos	e tʃ a m a	e-c̷ama				0
1143	i s e s e	709	liver	Matses	isese	higado	i + s e s e	isese	isese	131 132		2165
1144	t a kʷ a	708	liver	Matis	takua	higado	t a kʷ a	takua	liver	17 18	ku → kw	2164
1145	t a k a	708	liver	Marubo	taka	higado	t a k a	taka	liver	17 127		2164
1146	t a k a	708	liver	Katukina	taka	higado	t a k a	taka	liver	17 127		2164
1147	t a k a	708	liver	Shipibo_Konibo	taka	higado	t a k a	taka	liver	17 127		2164
1148	t a k a	708	liver	Kapanawa	taka	higado	t a k a	taka	liver	17 127		2164
1150	t a k a	708	liver	Shanenawa	taka	higado	t a k a	taka	liver	17 127		2164
1151	t a k a	708	liver	Yawanawa	taka	higado	t a k a	taka	liver	17 127		2164
1152	t a k a	708	liver	Nukini	taka	higado	t a k a	taka	liver	17 127		2164
1153	t a k a	708	liver	Poyanawa	taka	higado	t a k a	taka	liver	17 127		2164
1154	t a k a	708	liver	Iskonawa	taka	higado	t a k a	taka	liver	17 127		2164
1155	t a k a	708	liver	Chakobo	taka	higado	t a k a	taka	liver	17 127		2164
1156	t a k a	708	liver	Pakawara	taka	higado	t a k a	taka	liver	17 127		2164
1157	t a kʷ a	708	liver	Kakataibo	takwa	higado	t a kʷ a	takwa	liver	17 18		2164
1158	t a k a	708	liver	Kaxarari	taka	higado	t a k a	taka	liver	17 127		2164
1159	t a ʔ a	708	liver	Mastanawa	taʔa	higado	t a ʔ a	taʔa	liver	17 128		2164
1160	t a k a	708	liver	Chaninawa	taka	higado	t a k a	taka	liver	17 127		2164
1161	t a k a	708	liver	Sharanawa	taka	higado	t a k a	taka	liver	17 127		2164
1162	t a n ç a	708	liver	Amawaka	tança	higado	t a n ç a	tança	liver	133 130		2163
1163	t a k a	708	liver	Nawa	taka	higado	t a k a	taka	liver	17 127		2164
1164	t a k a	708	liver	Marinawa	taka	higado	t a k a	taka	liver	17 127		2164
1165	t a ʔ a	708	liver	Yaminawa	taʔa	higado	t a ʔ a	taʔa	liver	17 128		2164
1166	t a k a	708	liver	Kashinawa_P	taka	higado	t a k a	taka	liver	17 127		2164
1167	t a k a	708	liver	Kashinawa_B	taka	higado	t a k a	taka	liver	17 127		2164
1168	- t a - kʷ - a	708	liver	Araona	takʷa	higado	t a kʷ a	takʷa				0
1172	k a + n i t e	121	bone	Matses	kanite	hueso	k a + n i t e	kanite	back _nite			125 417
1173	w i ʃ p o	122	bone	Matis	wiʃpo	hueso	w i ʃ p o	wiʃpo	shinbone			415
1174	ʂ a - u	125	bone	Marubo	ʂau	hueso	ʂ a u	ʂau	bone			409
1175	x a - u	125	bone	Katukina	ʂau	hueso	ʂ a u	xau	bone			409
1176	ʂ a - u	125	bone	Shipibo_Konibo	ʂau	hueso	ʂ a u	ʂau	bone			409
1177	ʂ a w	125	bone	Kapanawa	ʂaw	hueso	ʂ a w	ʂaw	bone			412
1179	ʂ a w	125	bone	Shanenawa	ʂaw	hueso	ʂ a w	ʂaw	bone			414
1180	ʂ a - u	125	bone	Yawanawa	ʂau	hueso	ʂ a u	ʂau	bone			409
1181	h a - u	125	bone	Nukini	hau	hueso	h a u	hau	bone			409
1182	h a w	125	bone	Poyanawa	haw	hueso	h a w	haw	bone			418
1183	h a w	125	bone	Iskonawa	haw	hueso	h a w	haw	bone			410
1184	ʂ a - u	125	bone	Chakobo	ʂau	hueso	ʂ a u	ʂau	bone			409
1185	ʂ a - u	125	bone	Pakawara	ʂau	hueso	ʂ a u	ʂau	bone			409
1186	ʂ o	125	bone	Kakataibo	ʂo	hueso	ʂ o	ʂo	bone			411
1187	ʂ a h u	125	bone	Kaxarari	ʂahu	hueso	ʂ a h u	ʂahu	bone			409
1188	ʂ a w	125	bone	Mastanawa	ʂaw	hueso	ʂ a w	ʂaw	bone			414
1189	ʂ a - u	125	bone	Chaninawa	ʂau	hueso	ʂ a u	ʂau	bone			409
1190	ʂ a - u	125	bone	Sharanawa	ʂau	hueso	ʂ a u	ʂau	bone			409
1191	ç a w	125	bone	Amawaka	çaw	hueso	ç a w	çaw	bone			408
1192	ʂ a w	125	bone	Nawa	ʂaw	hueso	ʂ a w	ʂaw	bone			414
1193	ʂ a w	125	bone	Marinawa	ʂaw	hueso	ʂ a w	ʂaw	bone			414
1194	ʂ a w	125	bone	Yaminawa	ʂaw	hueso	ʂ a w	ʂaw	bone			414
1195	ʂ a w	125	bone	Kashinawa_P	ʂaw	hueso	ʂ a w	ʂaw	bone			413
1196	ʂ a - u	125	bone	Kashinawa_B	ʂau	hueso	ʂ a u	ʂau	bone			409
1197	e tʃ o a	125	bone	Araona	ec̷oa	hueso	e tʃ o a	e-c̷oa				0
1201	n a m - i	747	meat (flesh)	Matses	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1202	n a m - i	747	meat (flesh)	Matis	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1203	n a m i	747	meat (flesh)	Marubo	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1204	n a m - i	747	meat (flesh)	Katukina	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1205	n a m - i	747	meat (flesh)	Shipibo_Konibo	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1206	n a m - i	747	meat (flesh)	Kapanawa	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1208	n a m - i	747	meat (flesh)	Shanenawa	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1209	n a m - i	747	meat (flesh)	Yawanawa	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1210	n a m - i	747	meat (flesh)	Nukini	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1211	n a + ⁿb i	747	meat (flesh)	Poyanawa	nambi	carne	n a ⁿb i	nambi	flesh/meat	129 135		2295
1212	n a m - i	747	meat (flesh)	Iskonawa	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1213	n a m - i	747	meat (flesh)	Chakobo	nami	carne	n a m i	nami	flesh/meat	129 135		2295
1214	n a m - i	747	meat (flesh)	Pakawara	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1215	n a m - i	747	meat (flesh)	Kakataibo	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1216	l a m - i	747	meat (flesh)	Kaxarari	lami	carne	l a m i	lami	flesh/meat	129 135		2295
1217	d a - b i	747	meat (flesh)	Mastanawa	dabi	carne	d a b i	dabi	flesh/meat	129 136		2296
1218	d a - b i	747	meat (flesh)	Chaninawa	dabi	carne	d a b i	dabi	flesh/meat	129 136		2296
1219	d a - b i	747	meat (flesh)	Sharanawa	dabi	carne	d a b i	dabi	flesh/meat	129 136		2296
1220	n a + ⁿb i	747	meat (flesh)	Amawaka	nambi	carne	n a ⁿb i	nambi	flesh/meat	129 135		2295
1221	d a - b i	747	meat (flesh)	Nawa	dabi	carne	d a b i	dabi	flesh/meat	129 136		2296
1222	d a + ⁿb i	747	meat (flesh)	Marinawa	danbi	carne	d a ⁿb i	danbi	flesh/meat	129 135		2296
1223	d a - b i	747	meat (flesh)	Yaminawa	dabi	carne	d a b i	dabi	flesh/meat	129 136		2296
1224	n a m - i	747	meat (flesh)	Kashinawa_P	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1225	n a m - i	747	meat (flesh)	Kashinawa_B	nami	carne	n a m i	nami	flesh/meat	129 134		2295
1226	- - e m - i	747	meat (flesh)	Araona	emi	carne	e m i	emi				0
1231	β ɨ tʃ i	5	fat (grease)	Matses	βɨtʃi	grasa	β ɨ tʃ i	βɨtʃi	skin			1044
1232	ʂ ɨ n i + o	358	fat (grease)	Matis	ʂɨnio	grasa	ʂ ɨ n i + o	ʂɨnio	fat _o		!	1043 19
1233	ʂ ɨ n - i	358	fat (grease)	Marubo	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1234	x e n - e	358	fat (grease)	Katukina	xene	grasa	x/ʂ e n e	xene	fat			1043
1235	ʂ ɨ n - i	358	fat (grease)	Shipibo_Konibo	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1236	ʂ ɨ n - i	358	fat (grease)	Kapanawa	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1237	ʂ ɨ n - i	358	fat (grease)	Shanenawa	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1238	h ɨ ⁿd - i	358	fat (grease)	Poyanawa	hɨndi	grasa	h ɨ ⁿd i	hɨndi	fat			1043
1239	h ɨ n - i	358	fat (grease)	Iskonawa	hɨni	grasa	h ɨ n i	hɨni	fat			1043
1240	ʂ ɨ n - i	358	fat (grease)	Chakobo	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1241	ʂ ɨ n - i	358	fat (grease)	Kakataibo	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1242	ʃ i d - i	358	fat (grease)	Mastanawa	ʃidi	grasa	ʃ i d i	ʃidi	fat			1043
1243	ʂ ɨ d - i	358	fat (grease)	Chaninawa	ʂɨdi	grasa	ʂ ɨ d i	ʂɨdi	fat			1043
1244	ʂ ɨ d - i	358	fat (grease)	Sharanawa	ʂɨdi	grasa	ʂ ɨ d i	ʂɨdi	fat			1043
1245	ç ɨ ⁿd - i	358	fat (grease)	Amawaka	çɨndi	grasa	ç ɨ ⁿd i	çɨndi	fat			1043
1246	ʂ ɨ d - i	358	fat (grease)	Nawa	ʂɨdi	grasa	ʂ ɨ d i	ʂɨdi	fat			1043
1247	ʂ ɨ ⁿd - i	358	fat (grease)	Marinawa	ʂɨndi	grasa	ʂ ɨ ⁿd i	ʂɨndi	fat			1043
1248	ʂ ɨ d - i	358	fat (grease)	Yaminawa	ʂɨdi	grasa	ʂ ɨ d i	ʂɨdi	fat			1043
1249	ʂ ɨ n - i	358	fat (grease)	Kashinawa_P	ʂɨni	grasa	ʂ ɨ n i	ʂɨni	fat			1043
1250	e ts e - i	358	fat (grease)	Araona	etsei	grasa	e ts e i	etsei				0
1254	i n + t a k	105	blood	Matses	intak	sangre	i n t a k	intak	intak			356 357
1255	- i m - i	106	blood	Matis	imi	sangre	i m i	imi	blood			355
1256	- i m - i	106	blood	Marubo	imi	sangre	i m i	imi	blood			355
1257	h i m - i	106	blood	Katukina	himi	sangre	h i m i	himi	blood			355
1258	h i m - i	106	blood	Shipibo_Konibo	himi	sangre	h i m i	himi	blood			355
1259	h i m - i	106	blood	Kapanawa	himi	sangre	h i m i	himi	blood			355
1261	- i m - i	106	blood	Shanenawa	imi	sangre	i m i	imi	blood			355
1262	- i m - i	106	blood	Yawanawa	imi	sangre	i m i	imi	blood			355
1263	- i m - ĩ	106	blood	Nukini	imĩ	sangre	i m ĩ	imĩ	blood			355
1264	- i m b i	106	blood	Poyanawa	imbi	sangre	i ⁿb i	imbi	blood			355
1265	- i m - i	106	blood	Iskonawa	imi	sangre	i m i	imi	blood			355
1266	h i m - i	106	blood	Chakobo	himi	sangre	h i m i	himi	blood			355
1267	h i m - i	106	blood	Pakawara	himi	sangre	h i m i	himi	blood			355
1268	- i m - i	106	blood	Kakataibo	imi	sangre	i m i	imi	blood			355
1269	h i m - i	106	blood	Kaxarari	himi	sangre	h i m i	himi	blood			355
1270	- i - b i	106	blood	Mastanawa	ibi	sangre	i b i	ibi	blood			355
1271	- i - b i	106	blood	Chaninawa	ibi	sangre	i b i	ibi	blood			355
1272	- i - b i	106	blood	Sharanawa	ibi	sangre	i b i	ibi	blood			355
1273	h i m b i	106	blood	Amawaka	himbi	sangre	h i ⁿb i	himbi	blood			355
1274	- i - b i	106	blood	Nawa	ibi	sangre	i b i	ibi	blood			355
1275	- i n b i	106	blood	Marinawa	inbi	sangre	i ⁿb i	inbi	blood			355
1276	- i - b i	106	blood	Yaminawa	ibi	sangre	i b i	ibi	blood			355
1277	h i m - i	106	blood	Kashinawa_P	himi	sangre	h i m i	himi	blood			355
1278	h i m - i	106	blood	Kashinawa_B	himi	sangre	h i m i	himi	blood			355
1279	- a m - i	106	blood	Araona	ami	sangre	a m i	ami				0
